,age,workclass,education,marital.status,occupation,race,sex,native.country,income,partition
13044,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6120
17804,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6120
19415,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,6120
23034,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6120
23680,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6120
778,35-36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,?,>50K,6121
5402,35-36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,?,>50K,6121
28887,35-36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,?,<=50K,6121
16542,30-32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,"China,Hong",>50K,6122
21607,30-32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Asian-Pac-Islander,Male,"China,Hong",>50K,6122
11419,27-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,"Male,Female",United-States,>50K,6123
14958,27-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,"Male,Female",United-States,>50K,6123
29353,27-30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Black,"Male,Female",United-States,>50K,6123
13673,26-27,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,6124
20064,26-27,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,6124
5267,28,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,6125
14093,28,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,>50K,6125
3714,35-36,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,>50K,6126
5202,35-36,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,6126
16467,35-36,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K,6126
18534,35-36,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,>50K,6126
11407,23-24,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,6127
12549,23-24,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,6127
7485,26-28,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,6128
14629,26-28,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,6128
21972,26-28,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,>50K,6128
2769,29-30,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,>50K,6129
9869,29-30,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,<=50K,6129
25063,29-30,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,United-States,>50K,6129
15368,31-35,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,"Yugoslavia,United-States",<=50K,6130
21516,31-35,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,"Yugoslavia,United-States",>50K,6130
26883,31-35,Private,Bachelors,Married-civ-spouse,Other-service,White,Male,"Yugoslavia,United-States",<=50K,6130
10272,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6131
17880,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6131
21362,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6131
22551,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6131
27762,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6131
29119,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6131
31497,31-33,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6131
4459,26,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6132
22057,26,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6132
656,27,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6133
29597,27,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6133
20185,33-34,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6134
23795,33-34,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6134
247,35,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6135
21953,35,Private,11th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6135
2548,28,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,>50K,6136
22089,28,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6136
12554,30-34,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6137
16456,30-34,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6137
20229,30-34,Private,11th,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K,6137
4222,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
6095,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
6287,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
18498,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
21311,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
24741,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
26018,17,Private,11th,Never-married,Craft-repair,White,"Male,Female",United-States,<=50K,6138
7322,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
8237,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
10996,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
13197,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
14294,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
18430,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
19664,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
23343,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
24400,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
27316,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
27377,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
27615,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
30057,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
30131,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
30155,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
30284,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
30359,17,Private,11th,Never-married,Other-service,White,Female,United-States,<=50K,6139
4301,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
4589,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
7836,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
8358,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
9365,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
9658,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
10573,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
10813,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
12397,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
13367,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
14109,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
15365,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
15488,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
16061,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
18987,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
19044,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
20977,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
24385,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
24794,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
25067,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
25847,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
26672,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
27525,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
28965,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
28983,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
29252,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
30225,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
30806,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
31788,18-34,Private,11th,Never-married,Other-service,White,Female,"United-States,Ireland",<=50K,6140
10974,17,Private,11th,Never-married,Other-service,Black,Male,"Haiti,United-States",<=50K,6141
13666,17,Private,11th,Never-married,Other-service,Black,Male,"Haiti,United-States",<=50K,6141
19031,17,Private,11th,Never-married,Other-service,Black,Male,"Haiti,United-States",<=50K,6141
31129,17,Private,11th,Never-married,Other-service,Black,Male,"Haiti,United-States",<=50K,6141
1243,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
4166,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
4216,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
5583,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
5997,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
7254,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
7457,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
10067,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
11368,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
15576,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
17564,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
28209,18-33,Private,11th,Never-married,Other-service,Black,Male,United-States,<=50K,6142
25811,28-32,Private,11th,Never-married,Other-service,Black,Female,Jamaica,<=50K,6143
30863,28-32,Private,11th,Never-married,Other-service,Black,Female,Jamaica,<=50K,6143
1118,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
3987,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
10636,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
11443,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
13050,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
13886,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
14919,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
17100,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
20472,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
21352,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
22596,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
23179,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
24718,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
25153,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
27701,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
28160,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
28353,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
29253,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
30168,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
31571,17,Private,11th,Never-married,Handlers-cleaners,White,"Male,Female",United-States,<=50K,6144
1239,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
4197,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
4324,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
4377,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
7130,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
7778,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
8037,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
8193,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
8768,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
10021,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
10535,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
10761,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
10788,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
11252,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
13063,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
13813,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
14000,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
16690,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
20050,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
20987,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
21447,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
21803,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
22567,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
22912,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
23565,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
23598,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
25098,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
25240,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
25257,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
25301,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
25572,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
27021,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
28081,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
28823,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
30880,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
31039,18-31,Private,11th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K,6145
2966,26-29,Private,11th,Never-married,Machine-op-inspct,White,Male,United-States,<=50K,6146
21040,26-29,Private,11th,Never-married,Machine-op-inspct,White,Male,United-States,<=50K,6146
15010,34-35,Private,11th,Never-married,Machine-op-inspct,White,Male,United-States,<=50K,6147
17331,34-35,Private,11th,Never-married,Machine-op-inspct,White,Male,United-States,<=50K,6147
4156,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
12801,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
15033,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
20768,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
22755,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
24241,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
29047,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
30297,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
30530,17,Private,11th,Never-married,Adm-clerical,White,Female,United-States,<=50K,6148
5160,17,Private,11th,Never-married,Adm-clerical,White,Male,United-States,<=50K,6149
25961,17,Private,11th,Never-married,Adm-clerical,White,Male,United-States,<=50K,6149
26661,17,Private,11th,Never-married,Adm-clerical,White,Male,United-States,<=50K,6149
6369,18-28,Private,11th,Never-married,Adm-clerical,White,Male,United-States,<=50K,6150
15461,18-28,Private,11th,Never-married,Adm-clerical,White,Male,United-States,<=50K,6150
16648,18-28,Private,11th,Never-married,Adm-clerical,White,Male,United-States,<=50K,6150
9440,20-22,Private,11th,Never-married,Transport-moving,White,Male,"United-States,Guatemala",<=50K,6151
16382,20-22,Private,11th,Never-married,Transport-moving,White,Male,"United-States,Guatemala",<=50K,6151
17706,20-22,Private,11th,Never-married,Transport-moving,White,Male,"United-States,Guatemala",<=50K,6151
24221,20-22,Private,11th,Never-married,Transport-moving,White,Male,"United-States,Guatemala",<=50K,6151
26643,20-22,Private,11th,Never-married,Transport-moving,White,Male,"United-States,Guatemala",<=50K,6151
25,21-23,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6152
7353,21-23,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6152
26122,21-23,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6152
5812,24-25,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6153
16262,24-25,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6153
22124,24-25,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6153
23443,24-25,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6153
25080,24-25,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6153
27408,24-25,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6153
288,26-27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6154
20227,26-27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K,6154
22916,26-27,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K,6154
15275,20-21,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6155
26333,20-21,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6155
9247,22-27,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6156
18325,22-27,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6156
30537,22-27,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6156
4044,28,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6157
14047,28,Private,Assoc-voc,Never-married,Tech-support,White,Female,United-States,<=50K,6157
16842,23,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6158
24826,23,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6158
4872,24-26,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6159
12515,24-26,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6159
21686,24-26,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6159
4941,29,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6160
11616,29,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6160
17133,29,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6160
11389,35-36,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6161
20854,35-36,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6161
32250,35-36,Private,Assoc-voc,Never-married,Tech-support,White,Male,United-States,<=50K,6161
914,25-27,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,Canada,<=50K,6162
8121,25-27,Private,Assoc-voc,Never-married,Prof-specialty,White,Female,Canada,<=50K,6162
1371,21,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6163
12839,21,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6163
31044,21,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6163
12333,22,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6164
13745,22,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6164
19175,22,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6164
20619,22,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6164
21995,23,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6165
22357,23,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6165
14035,24-26,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6166
16694,24-26,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6166
18402,24-26,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6166
27807,24-26,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6166
32152,24-26,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6166
16367,30,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,>50K,6167
17943,30,Private,Assoc-voc,Never-married,Craft-repair,White,Male,United-States,<=50K,6167
5204,20-21,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6168
9483,20-21,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6168
19464,20-21,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6168
27898,20-21,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6168
28577,20-21,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6168
3190,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
5509,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
7435,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
7452,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
12121,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
12178,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
14698,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
17594,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
29950,25-28,Private,Assoc-voc,Never-married,Adm-clerical,White,Female,United-States,<=50K,6169
9749,21-22,Private,Assoc-voc,Never-married,Exec-managerial,White,Male,United-States,<=50K,6170
29567,21-22,Private,Assoc-voc,Never-married,Exec-managerial,White,Male,United-States,<=50K,6170
6191,23-24,Private,Assoc-voc,Never-married,Exec-managerial,White,Male,United-States,<=50K,6171
21768,23-24,Private,Assoc-voc,Never-married,Exec-managerial,White,Male,United-States,<=50K,6171
18040,33-34,Private,Assoc-voc,Never-married,Other-service,White,Male,"?,Cuba",<=50K,6172
18841,33-34,Private,Assoc-voc,Never-married,Other-service,White,Male,"?,Cuba",<=50K,6172
14365,22-26,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6173
28030,22-26,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6173
29655,22-26,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K,6173
32004,22-26,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6173
1327,27-28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6174
2837,27-28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K,6174
16678,27-28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6174
24594,27-28,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6174
13865,29-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K,6175
14296,29-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6175
15378,29-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6175
17173,29-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K,6175
23193,29-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6175
28562,29-30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K,6175
7456,30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,6176
19515,30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K,6176
28446,30,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K,6176
10776,22-23,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,6177
26011,22-23,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,6177
26544,22-23,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,6177
3880,27-32,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,"Japan,United-States",<=50K,6178
8015,27-32,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,"Japan,United-States",>50K,6178
766,34-36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6179
1424,34-36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6179
2602,34-36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6179
2830,34-36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6179
17486,34-36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,<=50K,6179
26217,34-36,Private,Some-college,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K,6179
3657,23-36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,El-Salvador,<=50K,6180
9352,23-36,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,El-Salvador,<=50K,6180
